word,level,pos,definition_url,voice_url
traveller,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/traveller,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tra/trave/traveller__us_1.ogg
treasure,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/treasure_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/treas/treasure__us_1.ogg
treat,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/treat_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/treat/treat__us_1.ogg
treatment,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/treatment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/treat/treatment__us_1.ogg
treaty,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/treaty,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/treat/treaty__us_1.ogg
tree,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tree,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/tree_/tree__us_1.ogg
tremendous,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tremendous,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/treme/tremendous__us_1.ogg
trend,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trend_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tre/trend/trend__us_1.ogg
trial,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trial_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trial/trial__us_2.ogg
tribal,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tribal_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/triba/tribal__us_1.ogg
tribe,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tribe,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/tribe/tribe__us_1.ogg
tribunal,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tribunal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/tribu/tribunal__us_1_rr.ogg
tribute,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tribute,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/tribu/tribute__us_1.ogg
trick,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trick_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trick/trick__us_1.ogg
trick,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trick_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trick/trick__us_1.ogg
trigger,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trigger_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trigg/trigger__us_1.ogg
trigger,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trigger_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trigg/trigger__us_1.ogg
trillion,B2,number,https://www.oxfordlearnersdictionaries.com/definition/english/trillion,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trill/trillion__us_1.ogg
trio,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trio,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trio_/trio__us_1.ogg
trip,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trip_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trip_/trip__us_1.ogg
trip,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trip_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trip_/trip__us_1.ogg
triumph,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/triumph_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tri/trium/triumph__us_1.ogg
troop,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/troop_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/troop/troop__us_1.ogg
trophy,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trophy_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/troph/trophy__us_1.ogg
tropical,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tropical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/tropi/tropical__us_1.ogg
trouble,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trouble_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/troub/trouble__us_2.ogg
trouble,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trouble_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/troub/trouble__us_2.ogg
troubled,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/troubled,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/troub/troubled__us_1.ogg
trousers,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trousers,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tro/trous/trousers__us_2.ogg
truck,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/truck_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/truck/truck__us_1.ogg
TRUE,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/true_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/true_/true__us_1.ogg
truly,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/truly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/truly/truly__us_1.ogg
trust,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trust_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/trust/trust__us_1.ogg
trust,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trust_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/trust/trust__us_1.ogg
trustee,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trustee,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/trust/trustee__us_1.ogg
truth,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/truth,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tru/truth/truth__us_1.ogg
try,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/try_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/try/try__/try__us_1.ogg
try,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/try_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/try/try__/try__us_1.ogg
tsunami,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tsunami,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tsu/tsuna/tsunami__us_1.ogg
tube,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tube,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tub/tube_/tube__us_1.ogg
tuesday,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tuesday,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tue/tuesd/tuesday__us_1_rr.ogg
tuition,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tuition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tui/tuiti/tuition__us_1.ogg
tune,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tune_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tun/tune_/tune__us_1.ogg
tunnel,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tunnel_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tun/tunne/tunnel__us_2.ogg
turn,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/turn_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tur/turn_/turn__us_1.ogg
turn,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/turn_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tur/turn_/turn__us_1.ogg
turnout,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/turnout,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tur/turno/turnout__us_1.ogg
turnover,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/turnover,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tur/turno/turnover__us_1.ogg
tv,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tv,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tv_/tv__u/tv__us_2.ogg
twelve,A1,number,https://www.oxfordlearnersdictionaries.com/definition/english/twelve,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twe/twelv/twelve__us_1.ogg
twenty,A1,number,https://www.oxfordlearnersdictionaries.com/definition/english/twenty,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twe/twent/twenty__us_1_rr.ogg
twice,A1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/twice,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twi/twice/twice__us_1.ogg
twin,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/twin_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twi/twin_/twin__us_1.ogg
twin,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/twin_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twi/twin_/twin__us_1.ogg
twist,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/twist_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twi/twist/twist__us_1.ogg
twist,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/twist_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/twi/twist/twist__us_1.ogg
two,A1,number,https://www.oxfordlearnersdictionaries.com/definition/english/two,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/two/two__/two__us_1.ogg
type,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/type_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/typ/type_/type__us_1.ogg
type,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/type_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/typ/type_/type__us_1.ogg
typical,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/typical,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/typ/typic/typical__us_2.ogg
typically,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/typically,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/typ/typic/typically__us_2.ogg
tyre,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tyre,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/t/tyr/tyre_/tyre__us_2.ogg
ugly,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ugly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ugl/ugly_/ugly__us_2.ogg
ultimate,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ultimate_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ult/ultim/ultimate__us_1.ogg
ultimately,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/ultimately,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ult/ultim/ultimately__us_1.ogg
umbrella,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/umbrella,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/umb/umbre/umbrella__us_1.ogg
unable,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unable,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/una/unabl/unable__us_2.ogg
unacceptable,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unacceptable,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/una/unacc/unacceptable__us_1.ogg
uncertainty,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/uncertainty,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unc/uncer/uncertainty__us_1.ogg
uncle,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/uncle,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unc/uncle/uncle__us_1.ogg
uncomfortable,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/uncomfortable,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unc/uncom/uncomfortable__us_4.ogg
unconscious,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unconscious_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unc/uncon/unconscious__us_1.ogg
under,A1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/under_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/under__us_1.ogg
under,A1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/under_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/under__us_1.ogg
undergo,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/undergo,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/undergo__us_1.ogg
undergraduate,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/undergraduate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/undergraduate__us_1.ogg
underground,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/underground_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/underground__us_5.ogg
underground,A2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/underground_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/underground__us_5.ogg
underlying,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/underlying,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/underlying__us_1.ogg
undermine,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/undermine,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/undermine__us_1_rr.ogg
understand,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/understand,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/understand__us_2.ogg
understanding,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/understanding_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/understanding__us_1.ogg
undertake,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/undertake,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/undertake__us_1.ogg
underwear,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/underwear,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/under/underwear__us_1.ogg
undoubtedly,C1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/undoubtedly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/und/undou/undoubtedly__us_1.ogg
unemployed,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unemployed,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/une/unemp/unemployed__us_2.ogg
unemployment,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/unemployment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/une/unemp/unemployment__us_1.ogg
unexpected,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unexpected,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/une/unexp/unexpected__us_2.ogg
unfair,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unfair,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unf/unfai/unfair__us_1.ogg
unfold,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unfold,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unf/unfol/unfold__us_1.ogg
unfortunate,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unfortunate_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unf/unfor/unfortunate__us_1.ogg
unfortunately,A2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/unfortunately,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unf/unfor/unfortunately__us_1.ogg
unhappy,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unhappy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unh/unhap/unhappy__us_1.ogg
uniform,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/uniform_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unifo/uniform__us_1.ogg
unify,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unify,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unify/unify__us_1.ogg
union,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/union,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/union/union__us_2.ogg
unique,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unique,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/uniqu/unique__us_1.ogg
unit,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/unit,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unit_/unit__us_1.ogg
unite,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unite_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unite/unite__us_1.ogg
united,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/united,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unite/united__us_1.ogg
unity,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/unity,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unity/unity__us_1.ogg
universal,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/universal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unive/universal__us_1.ogg
universe,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/universe,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unive/universe__us_1.ogg
university,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/university,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uni/unive/university__us_1.ogg
unknown,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unknown_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unk/unkno/unknown__us_1.ogg
unless,B1,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/unless,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unl/unles/unless__us_1.ogg
unlike,B1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/unlike_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unl/unlik/unlike__us_1.ogg
unlikely,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unlikely,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unl/unlik/unlikely__us_1.ogg
unnecessary,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unnecessary,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unn/unnec/unnecessary__us_1.ogg
unpleasant,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unpleasant,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unp/unple/unpleasant__us_1.ogg
unprecedented,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unprecedented,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unp/unpre/unprecedented__us_1.ogg
until,A1,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/until,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unt/until/until__us_1_rr.ogg
until,A1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/until,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unt/until/until__us_1_rr.ogg
unusual,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unusual,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unu/unusu/unusual__us_1_rr.ogg
unveil,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unveil,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/unv/unvei/unveil__us_1.ogg
up,A1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/up_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/up_/up__u/up__us_1.ogg
up,A1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/up_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/up_/up__u/up__us_1.ogg
upcoming,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upcoming,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upc/upcom/upcoming__us_1.ogg
update,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/update_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upd/updat/update__us_2.ogg
update,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/update_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upd/updat/update__us_1_rr.ogg
upgrade,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/upgrade_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upg/upgra/upgrade__us_2.ogg
upgrade,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/upgrade_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upg/upgra/upgrade__us_1_rr.ogg
uphold,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/uphold,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uph/uphol/uphold__us_1.ogg
upon,B1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/upon,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upo/upon_/upon__us_1_rr.ogg
upper,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upper_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upp/upper/upper__us_2.ogg
upset,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upset_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ups/upset/upset__us_2.ogg
upset,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/upset_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ups/upset/upset__us_1.ogg
upstairs,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upstairs_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ups/upsta/upstairs__us_4.ogg
upstairs,A1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/upstairs_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/ups/upsta/upstairs__us_4.ogg
upwards,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/upwards,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/upw/upwar/upwards__us_2.ogg
urban,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/urban,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/urb/urban/urban__us_2.ogg
urge,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/urge_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/urg/urge_/urge__us_1.ogg
urgent,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/urgent,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/urg/urgen/urgent__us_1.ogg
us,A1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/us_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/us_/us__u/us__us_2_rr.ogg
usage,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/usage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/usa/usage/usage__us_1.ogg
use,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/use_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/use__/use__us_2.ogg
use,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/use_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/use__/use__us_1.ogg
used,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/used1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/used_/used__us_2.ogg
used to,A2,modal verb,https://www.oxfordlearnersdictionaries.com/definition/english/used-to,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/used_/used_to_1_us_1.ogg
useful,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/useful,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/usefu/useful__us_2.ogg
useless,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/useless,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/usele/useless__us_1.ogg
user,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/user,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/use/user_/user__us_2.ogg
usual,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/usual,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/usu/usual/usual__us_1_rr.ogg
usually,A1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/usually,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/usu/usual/usually__us_1_rr.ogg
utility,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/utility_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uti/utili/utility__us_1.ogg
utilize,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/utilize,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/uti/utili/utilize__us_1.ogg
utterly,C1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/utterly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/u/utt/utter/utterly__us_1.ogg
vacation,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vacation_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vac/vacat/vacation__us_4.ogg
vacuum,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vacuum_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vac/vacuu/vacuum__us_3.ogg
vague,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/vague,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/v/vag/vague/vague__us_1.ogg
